"","CaseId","WEIGHT","P_CARLSON_EXP","P_WAYNE_EXP","P_WAYNE_EXP2","P_RELIG","P_ATTEND","P_SINCLAIR_EXP1","RND_00","ADS1","ADS2","CARLSON1","SCREENER","WAYNE1","WAYNE1_TOTALTIME","WAYNE2","WAYNE2_TOTALTIME","WAYNE3","WAYNE3_TOTALTIME","DISPLAY_WAYNE","DISPLAY_WAYNE_TOTALTIME","WAYNE45_ORDER1","WAYNE45_ORDER2","WAYNE4_TOTALTIME","WAYNE4","WAYNE5_TOTALTIME","WAYNE5","WAYNE6","RAN_WAYNE7_1A","RAN_WAYNE7_1B","WAYNE7_1","WAYNE7_1_TOTALTIME","RAN_WAYNE7_2A","RAN_WAYNE7_2B","WAYNE7_2","WAYNE7_2_TOTALTIME","WAYNE8","RAN_WAYNE9A","RAN_WAYNE9B","WAYNE9","WAYNE9_TOTALTIME","WAYNE10","WAYNE1112_ORDER1","WAYNE1112_ORDER2","WAYNE11","WAYNE12","WAYNE13_ORDER1","WAYNE13_ORDER2","WAYNE13_ORDER3","WAYNE13_ORDER4","WAYNE13_ORDER5","WAYNE13_ORDER6","WAYNE13_ORDER7","WAYNE13_ORDER8","WAYNE13_ORDER9","WAYNE13_A","WAYNE13_B","WAYNE13_C","WAYNE13_D","WAYNE13_E","WAYNE13_F","WAYNE13_G","WAYNE13_H","WAYNE13_I","COLLINS3","COLLINS4","COLLINS5_ORDER1","COLLINS5_ORDER2","COLLINS5_ORDER3","COLLINS5_ORDER4","COLLINS5_ORDER5","COLLINS5A","COLLINS5B","COLLINS5C","COLLINS5D","COLLINS5E","COLLINS6_ORDER1","COLLINS6_ORDER2","COLLINS6_ORDER3","COLLINS6_ORDER4","COLLINS6_ORDER5","COLLINS6_ORDER6","COLLINS6A","COLLINS6B","COLLINS6C","COLLINS6D","COLLINS6E","COLLINS6F","COLLINS7","COLLINS8","COLLINS9","COLLINS10","COLLINS1","COLLINS2","COLLINS11","COLLINS12","COLLINS13","COLLINS14","COLLINS1516_ORDER1","COLLINS1516_ORDER2","COLLINS15","COLLINS16","CARLSON2","CARLSON2_TOTALTIME","CARLSON3","RAN_CARLSON4A","RAN_CARLSON4B","RAN_CARLSON4C","CARLSON4","ADS3_ORDER1","ADS3_ORDER2","ADS3_ORDER3","ADS3_A","ADS3_B","ADS3_C","ADS4_ORDER1","ADS4_ORDER2","ADS4_ORDER3","ADS4_ORDER4","ADS4_ORDER5","ADS4_ORDER6","ADS4_ORDER7","ADS4_ORDER8","ADS4_ORDER9","ADS4_ORDER10","ADS4_ORDER11","ADS4_ORDER12","ADS4_ORDER13","ADS4_ORDER14","ADS4_ORDER15","ADS4_ORDER16","ADS4_ORDER17","ADS4_ORDER18","ADS4_ORDER19","ADS4_ORDER20","ADS4_A","ADS4_B","ADS4_C","ADS4_D","ADS4_E","ADS4_F","ADS4_G","ADS4_H","ADS4_I","ADS4_J","ADS4_K","ADS4_L","ADS4_M","ADS4_N","ADS4_O","ADS4_P","ADS4_Q","ADS4_R","ADS4_S","ADS4_T","ADS512_ORDER1","ADS512_ORDER2","ADS512_ORDER3","ADS512_ORDER4","ADS512_ORDER5","ADS512_ORDER6","ADS512_ORDER7","ADS5","ADS6","ADS7","ADS8","ADS9","ADS11","ADS12","CARLSON5","RAN_SINCLAIR1A","RAN_SINCLAIR1B","RAN_SINCLAIR1C","RAN_SINCLAIR1D","RAN_SINCLAIR1E","RAN_SINCLAIR1F","RAN_SINCLAIR1G","RAN_SINCLAIR1H","RAN_SINCLAIR1I","SINCLAIR1_1","SINCLAIR1_2","SINCLAIR1_3","SINCLAIR1_4","SINCLAIR1_5","SINCLAIR1_6","SINCLAIR1_7","SINCLAIR1_8","SINCLAIR1_9","SINCLAIR1_10","SINCLAIR1_DK","SINCLAIR1_SKP","SINCLAIR1_REF","SINCLAIR4","SINCLAIR5","RAN_SINCLAIRREVISED1A","RAN_SINCLAIRREVISED1B","SINCLAIRREVISED1","RAN_SINCLAIRREVISED2A","RAN_SINCLAIRREVISED2B","SINCLAIRREVISED2","RAN_SINCLAIRREVISED3A","RAN_SINCLAIRREVISED3B","SINCLAIRREVISED3","SINCLAIR9","RAN_SINCLAIR12A","RAN_SINCLAIR12B","SINCLAIR12","RAN_SINCLAIR13A","RAN_SINCLAIR13B","SINCLAIR13","SINCLAIR14","RAN_SINCLAIR15_1A","RAN_SINCLAIR15_1B","RAN_SINCLAIR15_1C","SINCLAIR15_1","RAN_SINCLAIR15_2A","RAN_SINCLAIR15_2B","RAN_SINCLAIR15_2C","SINCLAIR15_2","RAN_SINCLAIR15_3A","RAN_SINCLAIR15_3B","RAN_SINCLAIR15_3C","SINCLAIR15_3","RAN_SINCLAIR15_4A","RAN_SINCLAIR15_4B","RAN_SINCLAIR15_4C","SINCLAIR15_4","SINCLAIR16_1","SINCLAIR16_2","SINCLAIR16_3","SINCLAIR16_4","SINCLAIR16_5","SINCLAIR16_DK","SINCLAIR16_SKP","SINCLAIR16_REF","SINCLAIR17","SINCLAIR18","PartyID7","IDEO","QPA003B","VOTE20","QPA015A","QPAC2","HHINC_9","HHINC_4","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV"
"469",1654,0.14591737,1,2,1,14,8,1,0,4,4,3,6,"",NA,"This whole thing about the black lives matter there taking this whole thing to another level and us as minoritie the police is taking it way too far killing blacks I know it's been going on forever but it's going too far",155,"",NA,1,4,1,2,21,5,3,6,7,1,2,2,9,NA,NA,NA,NA,1,1,2,1,26,1,1,2,7,7,2,8,4,9,1,3,5,6,7,5,5,5,5,4,4,5,1,5,32.5,3,2,4,1,3,5,5,5,1,1,1,2,4,1,3,5,6,4,1,1,5,5,2,3,3,3,1,4,"7",7,4,4,4,2,1,97,92,1,25,93,2,1,3,2,2,1,3,3,3,3,2,17,10,8,19,18,4,9,13,15,20,12,1,11,3,5,14,6,16,7,2,1,1,2,2,2,2,3,2,2,2,2,3,2,4,2,1,2,3,2,7,5,4,2,6,1,3,1,4,1,1,1,1,1,"Dk",5,9,7,8,1,6,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1,1,1,2,1,1,4,1,1,1,"11/17/2020 0:15","11/28/2020 0:59",18,2,1,"Smartphone",2,34,2,2,2,3,5,1,2,"AZ",4,8,1,0,2,3,4,4,0,0,2,1,1
"470",1657,1.73737135,3,2,1,1,9,1,0,3,3,3,6,"",NA,"Democrats that are blinded to the truth.  They want to impose themselves onto everyone else.  
Abortion is killing of a life, no way around it.
COVID it just needs to go away",304,"",NA,1,2,2,1,55,5,8,7,2,2,1,1,24,NA,NA,NA,NA,2,2,1,1,24,1,1,2,1,2,2,4,5,7,1,6,8,9,3,2,4,2,2,3,3,4,1,1,40,2,2,4,5,1,3,2,2,1,3,2,2,4,5,1,6,3,2,2,4,2,4,2,4,1,3,4,5,"1",3,2,3,4,1,2,50,76,1,62,26,2,1,3,2,2,1,3,4,4,2,2,11,12,4,10,5,18,7,1,17,14,19,6,8,13,15,16,20,9,3,6,2,4,1,5,1,5,2,5,2,3,3,4,6,1,6,3,4,6,5,1,2,5,7,6,4,3,2,2,2,2,2,2,2,"I don’t remember, that was yesterday",7,5,4,6,8,2,1,3,9,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,3,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,2,1,7,6,3,2,2,1,6,3,"11/17/2020 16:42","11/18/2020 7:40",36,2,1,"Desktop",1,41,2,3,1,5,1,1,11,"TX",3,7,0,1,3,1,2,4,0,1,1,0,2
"471",1660,0.60109107,3,2,2,1,8,4,1,4,4,3,98,"",NA,"People that lie. People that steal. People that back stab and are evil.",45,"",NA,1,2,1,2,12,2,12,2,4,NA,NA,NA,NA,2,1,2,11,2,1,2,2,18,3,2,1,4,98,3,6,8,9,5,7,4,2,1,2,2,2,2,2,2,2,2,2,NA,98,3,5,4,2,1,4,4,1,2,1,3,6,5,4,2,1,4,3,4,4,4,1,2,3,3,3,5,"7",10,4,4,4,1,2,75,75,1,4,998,2,1,3,2,3,2,1,4,4,4,20,3,14,18,6,8,11,9,10,12,19,17,5,7,16,13,4,2,15,1,98,98,6,98,98,6,98,4,4,4,5,4,5,98,98,98,4,3,4,1,3,7,2,6,4,1,5,2,4,3,2,2,4,1,"I don't know",6,2,7,3,5,4,8,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,2,1,98,2,1,98,2,1,98,98,1,2,98,2,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,0,0,0,0,0,0,1,0,98,98,4,-1,3,2,2,1,5,2,"11/25/2020 20:26","11/25/2020 20:41",15,2,1,"Smartphone",2,33,2,2,4,2,1,7,9,"OH",2,3,1,0,2,1,4,6,0,0,6,4,2
"472",1666,2.02373986,1,2,2,2,NA,3,0,2,2,3,6,"",NA,"This Covid spread and people not taking it serious enough so it is getting way out of control.Wear masks! Also another thing is not taking children's lives important enough so they are sending them back to in person school only to have to stop it again. Third is Racism that is becoming a lot worse again.",191,"",NA,1,3,1,2,10,5,11,5,6,NA,NA,NA,NA,1,2,1,22,3,1,2,2,16,2,2,1,3,5,1,9,4,8,3,7,5,6,2,4,3,3,3,3,4,3,1,3,NA,2,1,4,3,5,2,4,3,3,2,2,1,4,3,5,6,2,2,3,4,4,5,2,3,3,3,3,3,"31",9,4,4,4,1,2,47,55,1,39,68,1,2,3,3,1,3,2,3,1,2,1,9,15,12,4,17,14,8,3,7,5,20,6,16,10,2,11,19,18,13,2,5,4,5,4,4,4,1,3,3,2,3,4,3,4,2,5,3,5,3,7,3,5,4,6,1,2,2,3,2,1,1,4,4,"Smith",7,4,3,1,2,8,5,6,9,0,1,0,0,0,1,1,0,0,0,0,0,0,4,4,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,2,2,4,3,1,4,1,2,1,"11/18/2020 16:32","11/18/2020 16:55",24,2,1,"Smartphone",2,52,3,4,1,2,4,6,4,"IN",2,3,1,1,3,1,4,4,0,0,0,0,4
"473",1667,1.66596159,2,1,1,10,1,4,1,3,2,1,6,"I'm afraid of dying before I accomplish what I want to, that I will leave my family unprepared, that I will have left a lot undone.",98,"",NA,"",NA,1,3,2,1,4,7,5,7,1,2,1,1,32,NA,NA,NA,NA,1,1,2,1,10,1,1,2,4,5,9,6,4,1,8,7,5,2,3,3,5,2,4,5,3,5,3,3,44,2,4,1,5,2,3,2,2,1,2,1,6,4,1,5,2,3,2,2,2,3,3,3,3,3,3,3,2,"1",4,2,2,2,1,2,75,75,1,492,75,1,2,3,1,1,2,3,4,4,4,16,9,6,4,11,18,17,1,13,14,8,20,19,7,5,15,12,2,3,10,5,4,3,1,2,2,6,3,5,3,6,98,5,4,3,5,2,2,6,1,2,6,1,7,3,5,4,4,4,4,4,4,4,1,"John Smith",5,1,8,2,9,4,7,6,3,1,1,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,0,0,0,0,0,0,0,2,1,5,6,5,2,2,1,9,4,"11/19/2020 21:48","11/19/2020 22:13",25,2,1,"Desktop",1,44,2,3,1,5,1,1,16,"TX",3,7,1,1,1,1,4,2,0,0,0,0,2
"474",1675,0.1959912,3,3,2,1,NA,1,1,2,3,3,99,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,3,1,4,4,2,3,2,4,2,6,5,3,1,1,5,4,3,4,5,3,3,3,3,2,"53",6,4,4,4,1,2,80,50,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,3,3,19,4,16,13,12,9,2,11,6,7,15,5,18,3,8,1,20,14,10,17,1,4,1,3,6,3,3,3,3,1,3,1,3,1,1,3,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,8,9,6,7,2,1,3,4,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,2,6,5,1,1,1,2,1,"11/17/2020 0:20","11/19/2020 10:15",30,1,1,"Phone interview (not online)",2,69,4,6,2,3,5,5,3,"TN",3,6,1,0,2,3,4,1,0,0,0,0,1
"475",1679,0.85788026,3,3,2,2,2,1,1,2,2,3,8,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,1,4,3,2,2,2,4,5,3,2,6,1,4,4,3,3,4,2,3,1,3,3,1,1,"",NA,2,3,4,1,2,80,80,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,19,7,15,5,11,12,3,10,20,2,16,17,9,8,6,13,1,4,18,14,2,2,2,5,5,2,5,2,5,2,2,2,5,5,2,2,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,2,6,8,5,1,9,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,2,1,2,4,1,4,4,1,2,1,"11/17/2020 0:16","11/21/2020 9:37",24,1,1,"Phone interview (not online)",1,68,4,6,4,2,5,6,4,"NM",4,8,1,1,2,3,4,1,0,0,0,0,1
"476",1689,1.65058174,1,1,2,3,8,4,1,2,2,2,6,"The IRS makes me feel afraid
Unforeseen medical bills
Cancer makes me feel afraid my grandparents died of cancer",157,"",NA,"",NA,1,4,1,2,19,5,14,5,3,NA,NA,NA,NA,1,2,1,33,2,2,1,2,24,1,2,1,3,5,4,1,3,2,6,7,5,8,9,2,3,2,2,4,2,3,3,3,41,2,4,1,3,2,5,5,4,1,2,4,4,1,3,2,6,5,1,4,4,2,4,2,1,3,1,3,4,"8",3,4,4,4,2,1,50,49,1,47,22,1,2,3,1,1,3,2,3,3,3,4,12,10,1,18,14,15,20,3,19,2,6,11,7,13,5,8,16,17,9,2,2,2,5,5,3,5,2,5,1,2,1,5,5,2,5,2,1,5,1,6,3,7,2,4,5,1,3,3,2,2,1,2,2,"Smith",1,8,3,4,5,9,6,2,7,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,0,1,0,0,0,0,0,0,2,2,6,5,3,3,2,1,8,4,"11/17/2020 13:05","11/17/2020 13:35",30,2,1,"Desktop",1,46,3,4,1,4,1,2,15,"UT",4,8,1,1,1,1,4,4,0,0,1,0,3
"477",1692,0.39202884,2,3,2,1,2,3,0,4,4,1,6,"",NA,"",NA,"Three activities that are usually a part of my daily life are taking walks, cleaning the house, and cooking dinner. I normally start my day out with a walk around my neighborhood before my family wakes up. Walking in the morning helps start my day fresh. On a daily basis I clean the house. I stay home with our children so cleaning is one of the main ways I support our family. Lastly, I cook dinner for my family of four on a daily basis. Having dinner together is important to me so we can all talk about our day.",399,1,4,2,1,11,5,24,5,3,NA,NA,NA,NA,2,1,1,55,2,2,1,2,25,2,1,2,1,5,7,5,6,2,8,9,3,1,4,1,2,1,1,2,2,2,2,2,NA,2,5,2,3,1,4,3,4,1,1,1,5,6,2,3,1,4,2,3,4,3,4,1,3,3,3,4,3,"1 month old",10,4,4,3,2,1,100,50,1,134,50,2,1,3,1,2,3,1,4,4,4,7,18,17,5,6,10,2,8,9,15,12,3,20,19,1,4,16,14,13,11,5,3,3,1,6,6,3,3,3,3,6,2,5,1,3,5,3,3,5,3,7,5,4,3,1,6,2,1,4,1,1,1,3,2,"I can’t remember the name at this point.",7,1,3,9,8,2,4,5,6,0,0,0,0,1,1,1,0,0,1,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,6,4,3,2,2,1,8,4,"11/24/2020 10:02","11/24/2020 10:34",32,2,1,"Smartphone",2,30,2,2,1,4,1,7,14,"WV",3,5,1,1,1,1,4,4,0,0,0,0,1
"478",1693,1.47781034,2,3,1,1,8,1,0,3,4,2,6,"",NA,"",NA,"I trash school to my kids everyday via a virtual lessons. 
I workout in my home garage gym.
I clean and manage my house every day.",160,1,10,1,2,12,2,30,3,2,1,2,2,40,NA,NA,NA,NA,3,2,1,2,22,1,2,1,1,5,6,3,1,9,7,5,2,8,4,2,4,2,2,2,5,3,1,3,NA,2,3,1,5,2,4,4,4,2,1,2,6,3,1,5,2,4,4,1,3,2,4,1,1,3,3,3,3,"7",5,4,4,4,1,2,54,53,1,62,61,1,2,3,1,3,1,2,3,3,2,15,6,3,1,12,14,16,9,7,13,19,17,10,5,2,11,18,8,20,4,2,5,4,2,2,3,5,1,3,3,4,1,6,4,2,2,6,3,5,6,3,4,7,5,2,6,1,4,4,2,1,1,2,1,"John smith",1,8,5,2,9,6,3,7,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,2,1,6,4,4,2,2,1,9,4,"11/18/2020 5:02","11/18/2020 6:17",44,2,1,"Smartphone",2,41,2,3,1,3,1,7,16,"WV",3,5,1,1,1,1,4,6,0,0,4,0,2
"479",1697,0.72935459,1,2,2,11,1,1,0,3,3,2,6,"",NA,"First thing - people being & acting inconsiderate, selfish/self-centered, and/or cold-hearted. It makes me angry because they're not considering their impacts on other people's lives and somehow make every situation about themselves as if they're the most important or only important people in the world. Their actions are often so self-centered that they actually harm others in the process of getting what they want or need when they could've done things in a different way that still would have resulted in their desired outcome without harming others in the process. Second thing - people who attempt to argue incorrect points without any knowledge or research into the topic who also refuse to listen to anyone who knows anything about the topic or learn anything about the topic at all (beyond their own incorrect understanding and opinions). All it does is create echo chambers of people who all think the same thing because they're uninformed and refuse to become informed. It creates cult-like mentalities that lead to dangerous situations for society. Third thing - when people yell at or otherwise verbally abuse others for things that are out of their control. It's so hurtful because the person they're abusing has no control over the situation and they act as if that person is doing it to them on purpose. Again, like the whole world revolves around them, and somehow this situation happening was directly set up to harm that person rather than just something that happened that affected them (and others, but they",575,"",NA,1,1,2,1,4,1,9,1,7,NA,NA,NA,NA,1,2,2,16,1,2,1,2,16,1,1,2,3,1,7,1,5,6,2,4,8,9,3,2,1,1,2,1,4,1,1,1,20,2,1,5,2,4,3,5,5,5,5,1,1,5,6,2,4,3,5,5,5,1,1,1,3,3,3,2,1,"",NA,1,1,1,1,2,100,100,1,10,50,1,2,3,3,1,2,3,4,4,4,10,18,17,13,7,1,12,14,5,20,11,6,19,2,4,8,15,16,9,3,1,6,6,6,6,6,6,1,6,1,1,1,6,1,6,1,6,1,6,1,1,4,5,7,6,3,2,4,1,4,1,1,1,4,"Excuse me, my ADHD brain does not retain information like that lol.",8,9,3,5,6,1,7,4,2,1,1,0,1,0,0,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,1,2,3,2,5,1,1,1,9,4,"11/17/2020 14:13","11/17/2020 14:53",40,2,1,"Desktop",2,30,2,2,1,3,6,1,17,"OR",4,9,1,1,1,1,4,2,0,0,0,0,2
"480",1698,2.40297661,2,2,2,1,8,3,0,4,4,2,6,"",NA,"98",486,"",NA,1,3,1,2,8,5,6,5,5,NA,NA,NA,NA,1,2,1,12,2,1,2,1,22,2,1,2,5,2,2,9,8,6,3,7,1,5,4,2,3,1,1,3,2,1,3,1,16,2,2,3,1,5,4,5,2,2,3,3,2,6,3,1,5,4,4,2,3,4,4,2,3,3,3,3,3,"10",10,4,4,4,1,2,50,50,1,48,72,2,1,3,1,2,3,1,4,4,4,2,9,12,11,8,10,6,16,15,17,19,3,7,18,20,1,5,14,13,4,3,2,5,3,6,2,6,2,5,1,5,1,6,5,4,4,3,3,6,5,7,6,2,4,3,1,5,1,1,1,1,1,1,1,"john somebody",1,9,2,7,5,4,8,6,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,1,7,5,3,2,2,1,6,3,"11/17/2020 20:57","11/19/2020 15:54",22,2,1,"Desktop",2,47,3,4,1,4,1,2,11,"GA",3,5,1,1,1,1,4,4,0,0,1,1,2
"481",1700,1.53902055,2,1,2,11,1,1,1,2,2,2,6,"Suddenly dying- I’m afraid of dying without being able to prepare for it. Being able to have some idea of when it may happen helps put a measurement on it so I know how much time I have left.

Being unable to care for myself-I’m a fairly independent person and like being able to do things for myself. Not being able to do that in everyday life is scary because I would no longer be in control. 

Losing my memory- I don’t want to become a burden on my family or get to the point where I no longer recognize them or myself. I’d rather have other illnesses than not being aware of what’s going on and who I am.",386,"",NA,"",NA,1,3,1,2,5,2,6,2,6,NA,NA,NA,NA,2,1,2,13,3,1,2,2,14,2,2,1,1,4,3,6,9,8,4,7,2,5,1,3,4,2,2,4,3,5,1,3,40,2,3,4,2,5,1,3,3,2,3,3,3,6,4,2,5,1,3,3,4,2,4,4,3,3,3,3,2,"3 months",6,3,2,4,1,2,60,60,1,30,50,2,1,3,2,3,2,1,2,2,2,3,10,6,9,13,8,4,17,20,7,2,12,19,16,5,11,1,14,15,18,1,6,6,6,5,6,5,1,5,2,1,1,6,2,4,1,6,3,5,2,6,7,1,5,2,3,4,3,2,3,1,1,2,3,"John Smith",9,2,1,6,8,4,5,3,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,3,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,1,2,1,3,3,1,1,1,7,3,"11/18/2020 23:23","11/18/2020 23:46",23,2,1,"Smartphone",1,27,1,2,1,4,6,1,13,"ME",1,1,1,1,1,1,2,2,0,0,0,0,2
"482",1702,0.4243934,3,1,2,12,7,3,0,4,4,3,6,"My children not following the Lord.  Not being able to trust my husband.  My husband not being saved.",122,"",NA,"",NA,1,3,1,2,12,4,11,4,2,NA,NA,NA,NA,2,1,1,17,2,1,2,2,13,2,1,2,1,1,2,8,3,7,9,5,4,1,6,1,1,1,1,1,5,5,1,1,NA,2,2,3,5,4,1,5,1,2,1,5,2,3,5,4,1,6,3,3,5,5,5,5,3,3,3,1,5,"5 months",1,4,4,4,2,1,91,6,1,29,2,2,1,3,2,2,3,1,4,4,4,11,2,18,12,8,17,15,20,3,7,9,5,13,19,4,10,1,6,14,16,1,6,6,6,6,6,6,1,6,1,6,1,6,1,6,1,6,3,6,1,7,3,4,2,1,5,6,4,4,1,1,3,4,1,"Joe Smith",5,6,1,2,9,4,7,3,8,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,1,2,1,98,2,1,1,1,2,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,0,0,1,0,0,0,0,0,2,2,7,6,1,2,2,1,6,2,"11/21/2020 13:11","11/21/2020 13:31",21,2,1,"Smartphone",2,38,2,3,1,3,1,7,10,"MO",2,4,0,0,2,1,4,6,0,3,4,0,2
"483",1703,0.13406461,3,1,2,1,NA,1,1,1,1,1,2,"I think just not getting enough funds and not beimg able to pay bills",203,"",NA,"",NA,1,1,1,2,6,4,4,4,4,NA,NA,NA,NA,2,1,2,42,2,2,1,2,4,2,2,1,4,4,4,5,3,1,2,9,6,8,7,3,3,3,3,3,3,3,3,3,35,2,4,5,3,1,2,3,3,3,3,3,4,5,3,1,2,6,3,1,5,1,3,3,3,3,3,2,4,"27",2,3,3,3,2,1,65,60,1,1,59,1,2,3,2,3,1,2,2,4,1,12,15,4,5,3,10,13,1,14,2,16,9,20,17,19,6,8,18,11,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,1,6,7,4,2,4,2,4,2,2,1,2,"Don",6,2,1,4,5,7,3,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,1,4,4,1,1,1,5,2,"11/17/2020 11:31","11/17/2020 11:46",15,2,1,"Smartphone",2,67,4,6,2,3,4,1,9,"IL",2,3,1,1,2,1,3,4,0,0,1,0,3
"484",1704,0.40699196,3,1,1,12,8,2,1,3,3,3,6,"One of one the things that make me feel afraid daily is losing my dad. I lost my mother at a young age and only have my dad left as my parent. Another thing that makes me scared is my kids getting sick from everything going on in this world and last thing is kidnapping.. That scares me because i would be lost without my kids. The world we live in today has changed so much.",301,"",NA,"",NA,1,3,2,1,9,4,8,7,4,2,1,1,10,NA,NA,NA,NA,2,2,1,2,16,2,2,1,4,5,4,8,7,5,6,9,2,3,1,4,4,4,3,3,4,4,1,3,40,3,4,5,2,3,1,5,3,2,3,2,4,5,6,2,3,1,3,2,2,3,3,3,3,3,3,1,3,"5",1,3,3,4,1,2,73,52,1,2,49,2,1,3,1,2,3,1,3,3,3,13,20,17,16,4,8,7,18,5,10,11,6,15,9,2,12,19,3,1,14,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,1,3,4,4,3,2,7,5,1,3,4,6,4,4,4,1,1,3,3,"john",7,9,3,1,6,8,5,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,3,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,2,2,6,5,3,2,4,1,6,2,"11/17/2020 14:21","11/17/2020 14:43",23,2,1,"Desktop",2,25,1,2,1,3,1,1,10,"IN",2,3,0,0,2,2,4,4,0,1,1,0,2
